================================================================================
EMMTECH Closed Tickets Containing Code Snippets
Total unique tickets: 1092
Generated from Jira sdsdev site (devops.sdsdev.co.kr)
================================================================================

Search categories used:
  import, function, Exception, patch, dumpstate, adb, logcat,
  NullPointerException, commit, public class, git, diff, stacktrace

--------------------------------------------------------------------------------
Ticket Key           Categories                                         Summary
EMMTECH-4620         function                                           [00301631]  [ETS] Request Stopping Sync Entra ID to Knox Manage
EMMTECH-4621         Exception, dumpstate                               [00300767, 00299638]Our main apps that we use our knox tablets for doesnt open in kiosk mode all of a sudden
EMMTECH-4628         patch                                              [00301707] Error when pushing content to all the devices
EMMTECH-4629         patch                                              [00301717] Pushing new updates to Kiosks
EMMTECH-4645         adb                                                [Customer][00301712]Device Stuck in installing Kiosk app
EMMTECH-4646         dumpstate                                          [00302177] Firewall Policy Study (Policies Not Working)
EMMTECH-4648         patch                                              [customer][00301545]Security Policy prevents use of Camera
EMMTECH-4652         dumpstate                                          [00301059] Microsoft Teams App Disappearing From Phones
EMMTECH-4671         Exception                                          [ETS][Customer][00302280] License activation count is different
EMMTECH-4689         Exception, dumpstate                               [00303264] ADCS User Certificate Issue Failed - KMA_D9008
EMMTECH-4691         dumpstate, function                                [00302776] Devices suddently locked themselves with different types of locking screen on "screen-locking DISABLED" devices causing multiple interface devices totally un-usable during working hours.
EMMTECH-4701         Exception, dumpstate, function                     [ETS][customer][00301479]Rolling out empty content files
EMMTECH-4703         function, patch                                    [00303579] Knox Remote Support Security Concern
EMMTECH-4710         dumpstate                                          [Customer][00302416]Unable to check device location
EMMTECH-4714         dumpstate                                          [Customer][00303174] Unable to push device command through KM successfully
EMMTECH-4720         dumpstate                                          [00303799][KoreanAir] Managed Google Play App not execute
EMMTECH-4723         dumpstate, function, patch                         [Customer][00303539]Unable to uninstall app from Work profile
EMMTECH-4731         function                                           [UAT] Terminology updates for Android Enterprise policies
EMMTECH-4732         function                                           [ETS][00303561] Customer can't use the partial search in Managed Google Play collection section
EMMTECH-4738         function, patch                                    [Customer][00304077]Quick panel & notification disable problem wearos
EMMTECH-4744         function                                           [Customer][00304301] White screen is coming when using apk in KM
EMMTECH-4745         NullPointerException                               [00304030] Policy conflict with Application
EMMTECH-4749         Exception, function                                [Customer][00304283]Firewall connections to open between SCC and CA
EMMTECH-4753         dumpstate                                          [Customer][00304195] Picture in picture not working in KIOSK mode.
EMMTECH-4761         import                                             [iOS] [00304395] Error while importing Apple VPP token
EMMTECH-4762         dumpstate, patch                                   [00303577] Battery Drain - Watch6 + KManage in pair & detach + my-eforce app
EMMTECH-4778         patch                                              [Customer][00304195] default Uncheck options need in Unenroll command.
EMMTECH-4781         patch                                              [Customer][00304892]Modified app not getting pushed to the device automatically.
EMMTECH-4787         patch                                              [ETS][00304879] Error KMA_F9002 - KME Devices
EMMTECH-4790         Exception, dumpstate                               [00305071] Firewall rules are bypassed
EMMTECH-4798         dumpstate                                          [00304437] Knox Manage for Wearables - Verizon issue with Watch FE
EMMTECH-4800         dumpstate                                          [Customer][00304603]Unable to check device location
EMMTECH-4803         function                                           [00305005,00306621] problem with devices bloacked by changing the sim
EMMTECH-4810         import                                             [Customer][00305340]Export Geofence conditions
EMMTECH-4818         dumpstate, function                                [Customer][00304523] Can't connect to WiFi after UI 5.1.1 upgrade
EMMTECH-4823         dumpstate                                          [Customer][00305344] Issue to install certificate - KME_D9008
EMMTECH-4825         Exception                                          [00305590] Not possible to grant app permission in Profile due misfunction
EMMTECH-4826         function                                           [00305537] Enroll a device as fulley mananged with AMAPI
EMMTECH-4832         dumpstate                                          [Customer][00305359] Knox manage enrollment stucks!
EMMTECH-4855         function                                           [Customer][00305316] Account issues with Remote Access
EMMTECH-4858         dumpstate, patch                                   [customer][00306333]Work Profile - Suryoday Bank - Install app issue
EMMTECH-4860         dumpstate                                          [ETS][00305046]  Apps are automatically removed even if they are assigned through Organization/Group
EMMTECH-4861         dumpstate, function                                [00304514] Screen Brightness not updating with profile
EMMTECH-4878         dumpstate, function                                [00304994] Local WiFi SSID without internet, connection set to "disabled" after some time
EMMTECH-4879         dumpstate                                          [00306299] application set to auto install is not installing for some devices.
EMMTECH-4895         function                                           [Customer][00306768]FIITJEE Global School- Knox Manage Policy Breach again to all user device -
EMMTECH-4896         dumpstate, function                                [00306492] [ETS] SOLGROUP_Apps not responding only in Knox managed devices
EMMTECH-4902         patch                                              [Customer][00306674]Unable to get schedule report
EMMTECH-4916         dumpstate, patch                                   [00307013] Problemas al validar en un equipo Compartido Persistente
EMMTECH-4926         patch                                              [customer][ETS][00307124]Wrong version of app displayed in Knox Manage
EMMTECH-4927         dumpstate, function                                [00305207] [WEAR OS] Water lock can't be turned off if long press is configured in Knox Manage
EMMTECH-4937         dumpstate                                          [Customer][00307066] Tablets disconnect from the network
EMMTECH-4943         Exception                                          [customer][00307322]Issues port / firewall check
EMMTECH-4962         dumpstate                                          [00307771] Kicked from Knox Manage Remote Access
EMMTECH-4972         Exception, dumpstate                               [Customer][00307766] no settings app visible
EMMTECH-4993         import                                             [iOS][00308280] Request for Centralized Contact Management via Samsung Knox for Samsung Xcover and iPhone
EMMTECH-4995         dumpstate                                          [00308251] [byod.suryodaybank.com] Unable to enroll in KM
EMMTECH-4997         Exception, dumpstate                               [SCC] [S2024111300000354] [ETS][00308009] Not possible to register outlook app via Work profile on company owned device
EMMTECH-4999         function                                           [SCC] [S2024111400000173] [00308382] Device Mobile No as Lookup code - API
EMMTECH-5005         dumpstate                                          [SCC] [S2024111500000029] EMMTECH-4818: [Customer][00304523] Can&#039;t connect to WiFi after UI 5.1.1 upgrade
EMMTECH-5006         adb, dumpstate, logcat                             [SCC] [S2024111500000009] [Customer][00308187] Can&#039;t install MGP application
EMMTECH-5020         patch                                              [Customer][00308719] Group by Location is showing wrong device count.
EMMTECH-5038         function                                           [iOS] [00308941] Change VPP Token
EMMTECH-5041         dumpstate                                          [00307732] [bandhanbank.com]  Need to Auto Run "Sophos" Application
EMMTECH-5042         dumpstate                                          [SCC] [S2024112100000401] [00308823] Message indicating that a reset will be performed within 1h50
EMMTECH-5051         function                                           [Customer][00309042] Find possible cause of why "do not Disturb" mode was enabled
EMMTECH-5057         Exception                                          [00308616] Falha no Controle Remoto
EMMTECH-5058         function                                           [iOS][00308989] IOS Update / Download
EMMTECH-5061         function                                           [SCC] [S2024112500000280] [customer][ETS][00307295]BUG when syncing with AD
EMMTECH-5066         Exception                                          [00308143] Devices not connecting to WiFi as configured
EMMTECH-5069         dumpstate                                          [SCC] [S2024112700000344] [ETS][00307765] Kiosk application (Single Kiosk) cannot be updated on the device
EMMTECH-5099         function                                           [Customer][00309835]Block Deactivation of eSIM card.
EMMTECH-5103         dumpstate                                          [SCC] [S2024120500000033/Knox Manage]{[00307053] [ETS] Navigation Bar Missing-Samsung S8 tab}
EMMTECH-5104         function                                           [SCC] [S2024120500000062/Knox Manage]{[Customer][00309372]  Device location issue}
EMMTECH-5126         patch                                              [SCC] [S2024121100000036/Knox Manage]{[00309323]A couple of Wear OS issues}
EMMTECH-5136         dumpstate, patch                                   [00310453] [ETS] School2024 WIFI not installed in tablet after Cert provided
EMMTECH-5138         Exception                                          [Customer][00309610]Apps are installed from Google play without assign apps in KM
EMMTECH-5140         dumpstate                                          [SCC] [S2024121300000313/Knox Manage]{[ETS][00309364] Missing default apps}
EMMTECH-5143         function                                           [00310008] Knox Manage using Intune MAM
EMMTECH-5165         Exception                                          [SCC] [S2024121900000435/Knox Manage] [00310032] &#034;App Restriction / Runtime Permissions for all apps&#034; set to &#034;grant&#034; does not give permiss
EMMTECH-5169         function                                           [SCC] [S2024122000000265/Knox Manage] [00311010] Questions regarding Ping ID integration with Knox Manage
EMMTECH-5170         Exception, dumpstate                               [SCC] [S2024122000000333/Knox Manage] [00309674] Bandhan Bank- Issue &#034;USB not detected or USB permission not given&#034;
EMMTECH-5172         dumpstate, logcat                                  [SCC] [S2024122100000050/Knox Manage] [Customer][00310725] Hard Fall detection don&#039;t work
EMMTECH-5175         function                                           [00310370] [ETS] 00050506 | Knox Remote Support | Remote File Explorer | Files Show Multiple Times
EMMTECH-5177         function                                           [Customer][00309342] Incorrect location reported by KM
EMMTECH-5180         function                                           [00311092] Unable to Export to Excel from KM
EMMTECH-5184         function                                           [Non-Samsung][00311129][ETS] SOLGROUP_Maximum "Number of Active Devices per User" set to 1 doesn't work if a device goes into "Disconnected" status
EMMTECH-5185         patch                                              [00311360][ETS] [0005252] Knox Manage Commands and API Calls Result in Failures
EMMTECH-5188         function                                           [00311392] Transfer data collected as 0 in Report
EMMTECH-5197         dumpstate                                          [Customer][00311394] KM Kiosk block background process (calling)
EMMTECH-5198         dumpstate                                          [SCC] [S2025010400000007/Knox Manage] [Customer][00309625] Screen on when plugged in setting not working
EMMTECH-5201         dumpstate                                          [00310960] Error KIO_Code_002
EMMTECH-5210         Exception, function                                [00311809] Samsung Knox Device Offline but can be accessed via Knox Remote Support
EMMTECH-5211         dumpstate, patch                                   [SCC] [S2025010800000320/Knox Manage] [00311634] Camera is not working even though nothing in the profile says block camera.
EMMTECH-5226         dumpstate                                          [SCC] [S2025011300000100/Knox Manage] [00310605] Knox Remote Support stops
EMMTECH-5230         function                                           [SCC] [S2025011400000029/Knox Manage] [customer][00311994] Cloud connector issue
EMMTECH-5236         dumpstate                                          [ETS][Customer][00312283] Mobile phone number does not show in device detail information
EMMTECH-5272         import                                             [SCC] [S2025012200000236/Knox Manage] [00312418] Import AD user attribute
EMMTECH-5280         Exception                                          [SCC] [S2025012400000031/Knox Manage] [Customer][ETS][00311928] MGP (public) apps don&#039;t install
EMMTECH-5285         function                                           [Customer][00313126] USB Policy Violation error in audit logs
EMMTECH-5287         Exception, NullPointerException, patch             [00312927] KM crashes and content folder is empty
EMMTECH-5290         dumpstate                                          [SCC] [S2025012900000105/Knox Manage] [00313337] Interpreter app in Kiosk mode
EMMTECH-5293         Exception                                          [Customer][00313332]License error KMA_F5011
EMMTECH-5304         Exception, import                                  [SCC] [S2025020300000153/Knox Manage] [00313349]Cloud Connector issue
EMMTECH-5335         function                                           [SCC] [S2025020600000292/Knox Manage] [00312144] LICENCIAS KNOX SUITE
EMMTECH-5345         patch                                              [iOS][00314068] resetting a device after unenrollment
EMMTECH-5349         function                                           [SCC] [S2025020700000392/Knox Manage] [00313818] Issue with Bulk Manage Tags &amp; Aliases
EMMTECH-5356         Exception                                          [Customer][00314045]Notifications are not showing in Notification panel.
EMMTECH-5360         function                                           [SCC] [S2025021100000010/Knox Manage] [00314166] License Replacement
EMMTECH-5362         Exception, patch                                   [00314411] [MOE] [ETS] Stop KNOX agent Message appearing on tablet
EMMTECH-5390         patch                                              [00314609][00314700] Knox Manage App is stopping since last update (v25.01)
EMMTECH-5393         function                                           [00314769] Query of shared device
EMMTECH-5400         Exception, dumpstate                               [Customer][00314898]Push profile command not received to devices
EMMTECH-5414         function                                           [ETS][00314548] Python Script - Customer unable to run script to get list of apps installed on devices.
EMMTECH-5433         function                                           [SCC] [S2025022600000261/Knox Manage] [ETS][00315508] Config of Identity connection and assign &#039;organization&#039; different than default
EMMTECH-5442         dumpstate                                          [00315044] Reopening 00313570 - Knox Remote Support Issue
EMMTECH-5443         adb                                                [SCC] [S2025022800000328/Knox Manage] [00314505, 00318313] Dself application scanning app doesnt work in single kiosk mode
EMMTECH-5445         function                                           [SCC] [S2025030300000141/Knox Manage] [00315885] Replacing user account data with LDAP
EMMTECH-5453         commit, function                                   [00315976] New Devices Consuming Existing License Causing minus Usage
EMMTECH-5454         Exception                                          [SCC] [S2025030400000317/Knox Manage] [ETS customer][00315665] LDAPS usage for the sync
EMMTECH-5459         Exception, dumpstate                               [Customer][00315068]Location permissions cannot be managed by device user
EMMTECH-5460         dumpstate                                          [Customer][00312792] KM Kiosk - exit with physical keyboard and Default Home screen.  
EMMTECH-5463         adb, diff, logcat                                  [00316155] [B2B/T636N/Korean Air] KM pushed profile AE & Knox version diff
EMMTECH-5464         Exception, function, patch                         [Customer][00315503]Navigation buttons/keys are not showing
EMMTECH-5476         dumpstate, function                                [SCC] [S2025031000000368/Knox Manage] [00316531] [ETS] Stop KNOX agent Message appearing on tablet_with no google account
EMMTECH-5477         Exception                                          [SCC] [S2025031100000033/Knox Manage] [CUSTOMER][00315214]Kiosk Calculator and Clock app shows up as not installed
EMMTECH-5483         Exception                                          [SCC] [S2025031100000529/Knox Manage] [00315247] VIP - Unable to sync the user
EMMTECH-5485         dumpstate                                          [SCC] [S2025031200000279/Knox Manage] [customer][00315425] KM Issue: Knox bypasses through the Factory Reset option
EMMTECH-5492         function                                           [SCC] [S2025031300000434/Knox Manage] [00316680] Setting up &#034;Certificate Authority&#034; against local SCEP/NDES is failing
EMMTECH-5516         dumpstate, function                                [SCC] [S2025032000000077/Knox Manage] [CUSTOMER][00314701][ETS]Switching the Tab A (X-200) from Android 13 to 14 shows problems
EMMTECH-5519         dumpstate                                          [SCC] [S2025032000000457/Knox Manage] [00316898] Back button does not work when browsing files
EMMTECH-5521         function                                           [SCC] [S2025032100000323/Knox Manage] [00315095] Knox License Seat Number Mismatch
EMMTECH-5528         function                                           [00317751] Inquiry about KM license
EMMTECH-5537         dumpstate                                          [Customer][00317879]Always on VPN with Ivanti doesnt work
EMMTECH-5546         function                                           [SCC] [S2025032700000460/Knox Manage] [00317904] Triggering App Action on Samsung S25+ in Kiosk Mode via Knox SDK
EMMTECH-5547         Exception                                          [SCC] [S2025032800000037/Knox Manage] [Customer][00316662]Issues with Knox Manage and Manage Google Play - Customer ID 6239948782
EMMTECH-5560         function, import                                   [Customer][00316486]Device Alias ​​in INFO Key
EMMTECH-5582         dumpstate, patch                                   [SCC] [S2025040400000245/Knox Manage] [00318403] Managed app config is not applying on Knox Manage internal app (uploaded .apk)
EMMTECH-5587         Exception, stacktrace                              [00318578] Unable to configure CA
EMMTECH-5593         function                                           [SCC] [S2025041000000051/Knox Manage] [00318130] Can&#039;t use location in Knox Browser inside Kiosk
EMMTECH-5594         patch                                              [Email] Missing search field in "Install or Update App" device command
EMMTECH-5606         patch                                              [iOS][00318958]Setting up the Ipad
EMMTECH-5608         function, patch                                    [SCC] [S2025041500000024/Knox Manage] [00319089] Make / modify single kiosk not working
EMMTECH-5620         dumpstate                                          [SCC] [S2025041600000299/Knox Manage] [00318104] Kiosk App Error
EMMTECH-5631         function                                           [00319311] SOLGROUP_OEMConfig apps have all configurations activated by default
EMMTECH-5640         patch                                              [Customer][00319405]Cannot update Kiosk App
EMMTECH-5644         dumpstate, function                                [SCC] [S2025042300000333/Knox Manage] [00320028] Issue with SIM Card Detection During Enrollment
EMMTECH-5645         Exception, dumpstate, patch                        [SCC] [S2025042400000028/Knox Manage] [Customer][00318920] Connexion WI-FI
EMMTECH-5646         dumpstate, patch                                   [00319152] Knox Manage Settings Intermittently Applied
EMMTECH-5659         patch                                              [SCC] [S2025042600000024/Knox Manage] [Customer][00320212] User duplication error
EMMTECH-5662         dumpstate                                          [SCC] [S2025042800000303/Knox Manage] [00320152] Samsung knox manage problem with the installation and assignment of the Internal app
EMMTECH-5667         function                                           [SCC] [S2025043000000032/Knox Manage] [Customer][ETS][00319322] Switch off: Search for nearby devices (Google Fast Pair)
EMMTECH-5675         Exception                                          [ETS][Customer][00320719] LDAP Sync Failure – Error 10004 During Knox Manage Configuration
EMMTECH-5695         patch                                              [SCC] [S2025050900000051/Knox Manage] [Customer][00321058] Knox Manage profiles assignment issue
EMMTECH-5711         dumpstate                                          [00319406]Default keyboard setting not applying correctly
EMMTECH-5720         import                                             [Customer][00320490] Ldap  synchronisation service
EMMTECH-5735         dumpstate                                          [00319011] Knox Manage Update Failures
EMMTECH-5746         function                                           [00321339] [ETS] - Knox Manage Wear OS Kiosk issue
EMMTECH-5752         function                                           [Customer][00321834]Issue with Dynamic Groups – Incorrect Device Assignment
EMMTECH-5759         Exception, function                                [SCC] [S2025052300000065/Knox Manage] [ETS][Customer][00322261]Discrepancy in Synced Group Membership – AD Users Not Reflected in KM
EMMTECH-5790         Exception                                          [00322258] Knox Manage Questions on configuring clean browsing DNS
EMMTECH-5795         dumpstate                                          [SCC] [S2025053100000017/Knox Manage] [00322669] TELIO - Código de Bloqueo de Pantalla
EMMTECH-5797         function                                           [SCC] [S2025053100000040/Knox Manage] [00321886] MGP is blank even with successfully assigned apps
EMMTECH-5798         patch                                              [SCC] [S2025053100000057/Knox Manage] [00321962] Watch Face not displaying the complications with third party app data source providers
EMMTECH-5804         function                                           [SCC] [S2025060300000170/Knox Manage] [00321884] Creating Dynamic Group issue
EMMTECH-5805         adb, logcat                                        [00321935] Samsung Knox Manage - Apps Not Updating on Android Tablets
EMMTECH-5807         dumpstate, function                                [00322913] Shared device behavior 
EMMTECH-5813         dumpstate                                          [Non-Samsung][00322462] [SEEG][Erada] Upload option not working
EMMTECH-5814         function                                           [Customer][00322938]KM unenrollment command not works
EMMTECH-5816         function, patch                                    [SCC] [S2025060700000013/Knox Manage] [00323230] Galaxy watch 5: Intermittent Wi-Fi Disablement in Between Charging
EMMTECH-5817         dumpstate, function                                [SCC] [S2025060700000032/Knox Manage] [Customer][ETS][00323121] Keep Alive settings
EMMTECH-5838         dumpstate, function                                [SCC] [S2025061200000160/Knox Manage] [00321334] Certificate renewal failure
EMMTECH-5840         Exception, dumpstate                               [SCC] [S2025061200000317/Knox Manage] [00322240] Blacklist / whitelist for calling isn&#039;t working correctly
EMMTECH-5852         dumpstate                                          [00314571] Configuration not being received by the device (watch)
EMMTECH-5853         function                                           [Customer][00323403] Certificate Installation Issue – KMA_D9006 
EMMTECH-5856         dumpstate                                          [SCC] [S2025061600000207/Knox Manage] [00323308] Certificate Not Trusted
EMMTECH-5861         Exception                                          [Email] EntraID - Multiple tenants (EMMTECH-5788 continued)
EMMTECH-5862         dumpstate                                          [00323599] KM enrolled wearables losing ability to change from 24 hr time to 12 hr time.
EMMTECH-5865         function                                           [ETS][00322048] Bluetooth Wand pairing request error in Android Locktask
EMMTECH-5869         Exception, dumpstate                               [SCC] [S2025061900000023/Knox Manage] [Customer][00323910]Knox Remote – not working on firewall
EMMTECH-5886         function                                           [SCC] [S2025062400000321/Knox Manage] Handling Knox Manage cases in Support Portal.
EMMTECH-5905         Exception, dumpstate                               [Customer][00323896] system keeps asking for the password every 20 minutes
EMMTECH-5909         dumpstate, function                                [00323907] Namah Application lagging issue with Knox Mange
EMMTECH-5914         function                                           [SCC] [S2025070100000047/Knox Manage] [customer][00321715]Issue to uneroll device from KM
EMMTECH-5921         function                                           [SCC] [S2025070100000315/Knox Manage] [00325045] Knox Manage API - Get Device Application List - Returns wrong app version
EMMTECH-5925         dumpstate                                          [SCC] [S2025070200000335/Knox Manage] [00325015] [ETS] User cannot open map&#039;s location
EMMTECH-5930         Exception                                          [SCC] [S2025070300000357/Knox Manage] [00325013] KM - Dynamic groups rules
EMMTECH-5932         function                                           [SCC] [S2025070400000030/Knox Manage] [customer][00325101]Samsung SDS Cloud Connector will not start
EMMTECH-5934         dumpstate                                          [SCC] [S2025070500000004/Knox Manage] [00322334] [ETS] Sudden disconnection and randominca problem of the devices - AngelEye
EMMTECH-5944         dumpstate                                          [SCC] [S2025071000000295/Knox Manage] [ETS][00325776] [ETS] Teamviewer on Android 15 - no Remote Control
EMMTECH-5949         Exception                                          [Customer][00325828] Devices completely stuck in Kiosk
EMMTECH-5955         function                                           [SCC] [S2025071400000157/Knox Manage] [ETS][00325530] Android Enterprise Email Adresse issue / Customer ID: 5781775933
EMMTECH-5960         Exception, dumpstate                               [SCC] [S2025071500000528/Knox Manage] [00326110] Knox Manage cant enroll new KIOSK devices
EMMTECH-5973         dumpstate                                          [Customer][00326171]Apps not reinstalling after unassigning
EMMTECH-5977         Exception                                          [00326262] Unable to populate group in knox manage
EMMTECH-5983         Exception, patch                                   [SCC] [S2025072100000461/Knox Manage] [00326521] [ETS] Cloud Connector Questions
EMMTECH-5984         Exception                                          [Customer][00325420]app not working in kiosk 
EMMTECH-6008         dumpstate                                          [00327030] Unable to issue Certificates to new enrolled devices
EMMTECH-6022         function                                           [SCC] [S2025073100000038/Knox Manage] [customer][00326060]Health Platform not visible on wearable devices
EMMTECH-6023         commit, dumpstate                                  [00327084] [ETS] WhatsApp Messenger won't install on devices enrolled in Knox AE
EMMTECH-6028         dumpstate                                          [00325441] "Allow Notifications"
EMMTECH-6031         Exception                                          [Customer][00327212] App Crashing While in Kiosk mode
EMMTECH-6045         Exception, patch                                   [00327968] AD group sync pending
EMMTECH-6047         function                                           [00327932] SOLGROUP_Knox Manage Kiosk preview visualisation error after 25.07 update
EMMTECH-6051         function                                           [Internal] KM direct login OTP SMS not sent
EMMTECH-6054         function                                           [00328172] [ETS] Super admin doesn't have permission to change password in Knox Manage portal
EMMTECH-6063         function                                           [Customer][00328276]Chrome whitelist managed configuration blocks pdf downloads
EMMTECH-6073         dumpstate                                          [SCC] [S2025081400000024/Knox Manage] [Customer][00326572]Teams Not Downloading
EMMTECH-6074         function                                           [00328261] Knox Browser Printing
EMMTECH-6077         dumpstate                                          [Customer][00327357] Issued when we use kiosk unique app mode
EMMTECH-6085         Exception                                          [iOS][00328373] Application install failed and push config failed
EMMTECH-6092         function                                           [SCC] [S2025081900000527/Knox Manage] [00328376] Problème d’accès aux profils Knox Manage – Page blanche et erreur JavaScript
EMMTECH-6093         patch                                              [SCC] [S2025081900000557/Knox Manage] [00326521] Sirti_Which open (free) JDK can be used to install the Knox Cloud Connector? (Follow up)
EMMTECH-6096         Exception, dumpstate, function                     [SCC] [S2025082000000029/Knox Manage] [Customer][00328779] Navigation Bar Automatically Disabled in Kiosk Mode
EMMTECH-6098         Exception                                          [SCC] [S2025082000000473/Knox Manage] [00329095] Many 429 errors from API client
EMMTECH-6099         function                                           [ETS][Customer][00329125] GLS_25.07 Rate limits quota API issue
EMMTECH-6100         dumpstate                                          [SCC] [S2025082000000526/Knox Manage] [Customer][00327881] Camera app is not opening - KIO_CODE_002
EMMTECH-6106         function                                           [00329041] My device still enrolled but it doesn't appear on Knox Manage
EMMTECH-6108         Exception, function                                [SCC] [S2025082300000013/Knox Manage] [Customer][00329266] New AD group not in sync
EMMTECH-6124         Exception                                          [ETS][Customer][00329384]Android Auto not working
EMMTECH-6125         patch, stacktrace                                  [00329692] SCC connection issue
EMMTECH-6132         function                                           [SCC] [S2025082900000480/Knox Manage] [00327872] Groups in KM in relation with other services
EMMTECH-6143         patch                                              [00329978] Galaxy Watch 6 and 7 failing to activate with pair and detach
EMMTECH-6157         Exception, dumpstate                               [SCC] [S2025090500000034/Knox Manage] [Customer][00330019] App suddenly can&#039;t send notifications in Kiosk
EMMTECH-6174         Exception                                          [SCC] [S2025091100000407/Knox Manage] [00330262] Tenant removal
EMMTECH-6175         Exception                                          [ETS][00331150][*Urgent*] Unable to clear browser cache for Knox Manage Kiosk app
EMMTECH-6189         dumpstate, function                                [Non-Samsung][00331398] Wifi y Bluetooth no funciona en Kiosk
EMMTECH-6194         Exception, dumpstate                               [SCC] [S2025091700000021/Knox Manage] [ETS][Customer][00331353] Can&#039;t enable notifications for OS13
EMMTECH-6195         adb                                                [SCC] [S2025091700000059/Knox Manage] [Customer][00327232] Remote control app doesn&#039;t work on Kiosk mode
EMMTECH-6196         dumpstate                                          [SCC] [S2025091700000080/Knox Manage] [Customer][00330875] Geofencing profile doesn't work properly
EMMTECH-6198         function, patch                                    [00329071] [ETS] Search functionality issue
EMMTECH-6201         dumpstate                                          [SCC] [S2025091800000018/Knox Manage] [Customer][00330855]Erro - Wifi autenticado no kiosk
EMMTECH-6211         dumpstate                                          [SCC] [S2025092000000004/Knox Manage] [Customer][00331639]Continuidad Case#00329842 Error KMA_D9001
EMMTECH-6217         function                                           [SCC] [S2025092300000050/Knox Manage] [Customer][00331855] Entra ID not sync new user additions
EMMTECH-6223         dumpstate                                          [Customer][00332021]User failing to check in shared device mode
EMMTECH-6224         function                                           [Customer][00331923] Knox - Goole Play
EMMTECH-6236         dumpstate, function                                [SCC] [S2025092500000443/Knox Manage] [00330440] Telefon Pop-Up Fenster
EMMTECH-6254         function                                           [Customer][00332541]PPSX file not allowed to open in kiosk
EMMTECH-6271         dumpstate, logcat                                  [SCC] [S2025100400000014/Knox Manage] [00327842][ETS] Wi-Fi certificates configuration
EMMTECH-6273         dumpstate, logcat                                  [SCC] [S2025100600000054/Knox Manage] [00332640] Tablet Dimming Issue Case
EMMTECH-6274         Exception, dumpstate                               [SCC] [S2025100800000241/Knox Manage] [00331225] Units keep getting locked - unprovoked
EMMTECH-6280         function                                           [SCC] [S2025101000000066/Knox Manage] [Customer][00332784] AECC - Knox Manage License marked EOL
EMMTECH-6296         Exception                                          [00333733] False positive malicious software
EMMTECH-6302         import                                             [iOS][00333911] Activation of the “iOS Custom Configuration Profile” feature in Knox Manage EU08
EMMTECH-6304         function                                           [SCC] [S2025101800000001/Knox Manage] [00333839] KEYPASS API Integration Issue with Knox – BRL Customer
EMMTECH-6310         Exception                                          [SCC] [S2025102100000492/Knox Manage] [ETS] [00334365] Can&#039;t add user
EMMTECH-6314         import                                             [00333867] SCIM connection does not import user email field
EMMTECH-6318         patch                                              [00334343] [B2B/대한항공/T575N] KM App 미설치 이슈 문의
EMMTECH-6319         dumpstate                                          [ETS][00333615] VPN Profile Not Applied or Removed, urgent
EMMTECH-6347         Exception, function                                [SCC] [S2025102900000336/Knox Manage] [00334786] PKI Certificate Authentication for VPN Connection
EMMTECH-6355         import                                             [iOS][00334911]Impossible d’importer le certificat APNs renouvelé
EMMTECH-6364         Exception                                          [Customer][00329088] Knox Remote Support won't automatically start
EMMTECH-6373         dumpstate, function                                [SCC] [S2025110400000017/Knox Manage] [00335033] Migrated devices offline
EMMTECH-6376         patch                                              [iOS][00335335] ios not all profile settings saved
EMMTECH-6380         dumpstate                                          [00333204] [ETS] App automatic updates issue
EMMTECH-6389         dumpstate                                          [Customer][00335123]Location tracking
EMMTECH-6395         dumpstate                                          [00335627] [ETS] PNM duplicate IMEIs case investigation
EMMTECH-6409         patch                                              [SCC] [S2025111200000359/Knox Manage] [00336096] Enabling AOD on Galaxy Watch 7/8 Forcibly Enables TSW and RWW
EMMTECH-6420         dumpstate                                          [SCC] [S2025111400000455/Knox Manage][00335165] Pop-Up Phone
EMMTECH-6430         dumpstate, patch                                   [SCC] [S2025111800000046/Knox Manage] [ETS][Customer][00336409] Some devices don&#039;t apply the profile manually after enrollment
EMMTECH-6435         Exception                                          [SCC] [S2025111900000036/Knox Manage] [Customer][00336690] [ETS] Documentation addition: WAS server also connects on port 45001
EMMTECH-6448         patch                                              [Internal] Customer tenant search is not working well in TMS
EMMTECH-6459         dumpstate                                          [SCC] [S2025112400000342/Knox Manage] [ETS][00335136] Knox Manage kiosk mode lockscreen conflicts with entering SIM pincode
EMMTECH-6464         Exception, function                                [Windows][00336328][ETS] Knox Manage for Windows
EMMTECH-6469         dumpstate, import                                  [Non-Samsung][00336894] Problems install Internal Apps to Kiosk 
EMMTECH-6480         Exception, dumpstate, function                     [SCC] [S2025112800000037/Knox Manage] [Customer][00336345]Imposibilidad de configurar nuestro aplicativo, no aparece la opción &#034;Pausar act
EMMTECH-6492         dumpstate, function                                [SCC] [S2025120300000491/Knox Manage] [00333696] Bug Report: Automatic Date &amp; Time Fails to Sync After Reboot from Battery Depletion
EMMTECH-6499         function                                           [Internal][NC] Creating dynamic group intermittent failure
EMMTECH-6502         function                                           [00338269][ETS] ESC00057665 | Knox Manage | Local Admin Account - Requesting recreation of Leo Honebrink's admin account.
EMMTECH-6508         function                                           [00338199] Content getting re downloaded 100 times in one click
EMMTECH-6512         dumpstate                                          [SCC] [S2025120500000389/Knox Manage] [00337394]
